Retailer,Retailer ID,Invoice Date ,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,05-12-2020,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32,114,365,135,Outlet
Sports Direct,1185732,31-05-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,36,114,410,131,Outlet
Amazon,1185732,25-07-2021,Northeast,Vermont,Burlington,Men's Apparel,39,114,445,169,Outlet
Amazon,1185732,20-02-2021,Northeast,New Hampshire,Manchester,Men's Apparel,47,114,536,198,Outlet
Foot Locker,1185732,29-09-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42,114,479,206,Outlet
Foot Locker,1185732,02-04-2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,51,114,581,203,Outlet
Foot Locker,1185732,20-06-2020,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,43,114,490,167,Outlet
Kohl's,1189833,25-10-2021,West,California,Los Angeles,Men's Apparel,46,113,520,353,Online
Foot Locker,1185732,11-07-2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,66,113,746,485,Online
West Gear,1128299,07-08-2020,West,Nevada,Las Vegas,Women's Apparel,74,113,836,251,Online
West Gear,1128299,22-10-2021,West,Colorado,Denver,Women's Street Footwear,61,113,689,345,Online
West Gear,1128299,28-05-2021,West,Colorado,Denver,Women's Street Footwear,60,113,678,339,Online
West Gear,1128299,14-12-2021,West,Washington,Seattle,Women's Apparel,62,113,701,245,Online
West Gear,1128299,22-01-2020,West,Washington,Seattle,Women's Street Footwear,56,113,633,228,Online
Foot Locker,1185732,28-01-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43,113,486,233,Online
Kohl's,1189833,01-09-2020,Midwest,Montana,Billings,Women's Athletic Footwear,36,113,407,216,Online
Kohl's,1189833,16-10-2021,Midwest,Montana,Billings,Men's Apparel,51,113,576,426,Online
Sports Direct,1197831,23-09-2021,South,Tennessee,Knoxville,Men's Apparel,51,113,576,305,Online
Sports Direct,1197831,02-11-2021,South,Alabama,Birmingham,Women's Athletic Footwear,18,113,203,134,Online
Amazon,1185732,10-02-2020,Northeast,Maine,Portland,Women's Apparel,58,113,655,354,Online
Amazon,1185732,08-06-2021,West,Alaska,Anchorage,Men's Street Footwear,68,113,768,361,Online
Foot Locker,1128299,30-05-2020,West,Alaska,Anchorage,Women's Street Footwear,41,113,463,167,Online
Walmart,1128299,14-12-2021,West,Hawaii,Honolulu,Men's Apparel,83,113,938,281,Online
Walmart,1128299,14-07-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,51,113,576,236,Online
Foot Locker,1128299,29-10-2020,West,Wyoming,Cheyenne,Men's Street Footwear,27,113,305,140,Online
Foot Locker,1128299,30-10-2020,Southeast,Virginia,Richmond,Men's Street Footwear,46,113,520,260,Online
Foot Locker,1128299,01-05-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,52,113,588,270,Online
Foot Locker,1128299,01-02-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,113,588,282,Online
Foot Locker,1185732,11-05-2020,Midwest,Michigan,Detroit,Women's Street Footwear,19,113,215,97,Online
Foot Locker,1185732,30-05-2020,Midwest,Missouri,St. Louis,Women's Street Footwear,23,113,260,127,Online
Foot Locker,1185732,13-09-2020,Midwest,Missouri,St. Louis,Men's Athletic Footwear,32,113,362,174,Online
West Gear,1185732,11-03-2020,West,Utah,Salt Lake City,Women's Street Footwear,29,113,328,161,Online
West Gear,1185732,11-03-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,113,215,109,Online
West Gear,1185732,23-05-2020,West,Utah,Salt Lake City,Women's Apparel,43,113,486,316,Online
West Gear,1185732,31-08-2020,West,Utah,Salt Lake City,Women's Street Footwear,29,113,328,154,Online
Foot Locker,1197831,21-09-2021,West,Idaho,Boise,Women's Street Footwear,28,113,316,155,Online
West Gear,1197831,23-09-2021,West,Idaho,Boise,Women's Athletic Footwear,29,113,328,180,Online
Foot Locker,1128299,11-10-2020,West,Idaho,Boise,Men's Athletic Footwear,38,113,429,232,Online
Foot Locker,1128299,08-06-2020,West,Arizona,Phoenix,Men's Athletic Footwear,53,113,599,323,Online
Foot Locker,1128299,08-11-2021,West,Arizona,Phoenix,Women's Street Footwear,54,113,610,299,Online
Foot Locker,1128299,23-08-2020,West,Arizona,Phoenix,Women's Athletic Footwear,41,113,463,218,Online
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Apparel,65,113,735,323,Online
Sports Direct,1128299,17-07-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,49,113,554,271,Online
Sports Direct,1128299,14-07-2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53,113,599,311,Online
Amazon,1185732,10-02-2021,Midwest,Ohio,Columbus,Men's Apparel,37,113,418,205,Online
Amazon,1185732,09-02-2020,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,113,271,138,Online
Walmart,1197831,23-05-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,38,113,429,215,Online
Walmart,1197831,14-01-2021,South,Arkansas,Little Rock,Men's Apparel,48,113,542,266,Online
West Gear,1197831,10-11-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,51,113,576,271,Online
West Gear,1197831,01-04-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,47,113,531,281,Online
Kohl's,1197831,19-12-2021,Midwest,Kansas,Wichita,Women's Apparel,52,113,588,294,Online
Foot Locker,1185732,14-03-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,38,113,429,198,Online
Sports Direct,1185732,04-07-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28,113,316,155,Online
Foot Locker,1185732,06-01-2020,Midwest,North Dakota,Fargo,Men's Street Footwear,27,113,305,137,Online
West Gear,1185732,01-10-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43,113,486,204,Online
Sports Direct,1185732,18-03-2021,Northeast,Maryland,Baltimore,Men's Street Footwear,52,113,588,317,Online
Sports Direct,1185732,27-03-2020,Northeast,Connecticut,Hartford,Women's Apparel,55,113,622,305,Online
Sports Direct,1185732,20-05-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,59,113,667,367,Online
Amazon,1185732,02-12-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,62,113,701,301,Online
Amazon,1185732,30-03-2020,Northeast,Vermont,Burlington,Women's Street Footwear,55,113,622,292,Online
Sports Direct,1197831,26-11-2021,South,Texas,Dallas,Men's Apparel,26,113,294,79,Outlet
West Gear,1128299,18-02-2021,West,Nevada,Las Vegas,Women's Street Footwear,47,113,531,223,Outlet
Sports Direct,1197831,26-10-2020,South,Alabama,Birmingham,Women's Athletic Footwear,24,113,271,146,Outlet
Walmart,1128299,13-10-2020,Southeast,Florida,Orlando,Women's Apparel,57,113,644,322,Outlet
Foot Locker,1128299,23-10-2020,West,Arizona,Phoenix,Women's Athletic Footwear,36,113,407,155,Outlet
Sports Direct,1128299,14-08-2020,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,113,418,184,Outlet
Sports Direct,1128299,01-10-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,36,113,407,151,Outlet
Walmart,1197831,25-04-2020,South,Arkansas,Little Rock,Men's Apparel,40,113,452,167,Outlet
West Gear,1197831,26-12-2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,38,113,429,202,Outlet
Foot Locker,1185732,25-07-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,37,113,418,171,Outlet
Amazon,1185732,13-08-2020,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,113,418,134,Outlet
Amazon,1185732,17-12-2020,Northeast,New Hampshire,Manchester,Women's Street Footwear,39,113,441,154,Outlet
Foot Locker,1185732,02-09-2020,Midwest,Illinois,Chicago,Men's Street Footwear,55,112,616,333,Online
West Gear,1128299,13-05-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,650,286,Online
West Gear,1128299,31-07-2020,West,Nevada,Las Vegas,Men's Apparel,69,112,773,464,Online
West Gear,1128299,19-04-2021,West,Colorado,Denver,Men's Athletic Footwear,48,112,538,183,Online
West Gear,1128299,30-07-2020,West,Washington,Seattle,Women's Athletic Footwear,67,112,750,300,Online
Kohl's,1189833,13-05-2021,Midwest,Montana,Billings,Women's Apparel,42,112,470,183,Online
Kohl's,1189833,19-01-2020,Midwest,Montana,Billings,Women's Apparel,56,112,627,238,Online
Sports Direct,1197831,30-10-2020,South,Tennessee,Knoxville,Women's Athletic Footwear,23,112,258,167,Online
Foot Locker,1185732,14-01-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38,112,426,230,Online
Amazon,1185732,22-02-2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,112,616,308,Online
Amazon,1185732,29-01-2020,West,Alaska,Anchorage,Men's Athletic Footwear,60,112,672,316,Online
Walmart,1128299,07-11-2021,Southeast,Florida,Orlando,Women's Street Footwear,55,112,616,253,Online
Kohl's,1185732,19-02-2020,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,370,174,Online
Sports Direct,1185732,24-02-2021,Midwest,Michigan,Detroit,Men's Apparel,48,112,538,296,Online
West Gear,1185732,14-12-2021,West,Utah,Salt Lake City,Women's Street Footwear,18,112,202,101,Online
West Gear,1185732,22-04-2020,West,Utah,Salt Lake City,Women's Apparel,24,112,269,161,Online
West Gear,1185732,23-07-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,24,112,269,132,Online
West Gear,1185732,04-05-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,27,112,302,154,Online
West Gear,1185732,13-09-2020,West,Utah,Salt Lake City,Men's Apparel,38,112,426,213,Online
West Gear,1128299,10-11-2020,West,Oregon,Portland,Women's Street Footwear,43,112,482,260,Online
West Gear,1128299,22-01-2020,South,Louisiana,New Orleans,Women's Street Footwear,49,112,549,280,Online
West Gear,1128299,08-10-2021,South,Louisiana,New Orleans,Men's Street Footwear,34,112,381,206,Online
Foot Locker,1128299,22-12-2021,West,Arizona,Phoenix,Women's Athletic Footwear,52,112,582,285,Online
Kohl's,1128299,21-02-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,51,112,571,303,Online
Kohl's,1128299,29-10-2021,West,New Mexico,Albuquerque,Women's Street Footwear,52,112,582,285,Online
Sports Direct,1128299,03-12-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,37,112,414,228,Online
Amazon,1185732,14-06-2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,112,325,166,Online
West Gear,1197831,08-01-2021,South,Arkansas,Little Rock,Men's Apparel,64,112,717,351,Online
Foot Locker,1197831,01-12-2020,Midwest,Kansas,Wichita,Women's Apparel,68,112,762,350,Online
Foot Locker,1185732,11-05-2020,Midwest,Iowa,Des Moines,Men's Street Footwear,43,112,482,197,Online
West Gear,1185732,13-08-2020,Midwest,Iowa,Des Moines,Men's Street Footwear,41,112,459,202,Online
West Gear,1185732,09-04-2020,Northeast,West Virginia,Charleston,Women's Street Footwear,50,112,560,297,Online
Sports Direct,1185732,22-02-2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,112,538,285,Online
Foot Locker,1185732,09-01-2021,Northeast,Connecticut,Hartford,Women's Apparel,67,112,750,345,Online
Amazon,1185732,07-02-2020,Northeast,Massachusetts,Boston,Women's Apparel,65,112,728,320,Online
Foot Locker,1128299,04-12-2020,Southeast,Virginia,Richmond,Women's Street Footwear,43,112,482,197,Outlet
West Gear,1128299,26-01-2021,West,Oregon,Portland,Women's Street Footwear,41,112,459,174,Outlet
West Gear,1128299,16-10-2021,South,Louisiana,New Orleans,Men's Apparel,39,112,437,210,Outlet
Foot Locker,1197831,21-04-2020,West,Idaho,Boise,Women's Athletic Footwear,26,112,291,137,Outlet
Kohl's,1128299,17-02-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,35,112,392,165,Outlet
Sports Direct,1128299,28-01-2021,Southeast,Georgia,Atlanta,Women's Apparel,40,112,448,130,Outlet
Sports Direct,1128299,15-09-2020,Southeast,Georgia,Atlanta,Women's Apparel,56,112,627,176,Outlet
Sports Direct,1197831,12-03-2021,South,Mississippi,Jackson,Men's Athletic Footwear,17,112,190,74,Outlet
Walmart,1197831,18-07-2020,South,Arkansas,Little Rock,Women's Street Footwear,8,112,90,40,Outlet
Walmart,1197831,26-01-2020,South,Arkansas,Little Rock,Women's Apparel,20,112,224,103,Outlet
West Gear,1197831,03-05-2021,South,Oklahoma,Oklahoma City,Women's Apparel,14,112,157,72,Outlet
West Gear,1197831,25-04-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14,112,157,66,Outlet
Sports Direct,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33,112,370,118,Outlet
Amazon,1185732,30-08-2020,Northeast,Massachusetts,Boston,Women's Street Footwear,36,112,403,109,Outlet
Sports Direct,1197831,09-01-2021,South,Texas,Dallas,Women's Athletic Footwear,41,111,455,273,Online
Foot Locker,1185732,15-03-2020,South,Texas,Dallas,Men's Street Footwear,44,111,488,342,Online
West Gear,1128299,18-11-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,111,644,328,Online
West Gear,1128299,17-04-2021,West,Colorado,Denver,Men's Athletic Footwear,38,111,422,127,Online
West Gear,1128299,19-10-2020,West,Washington,Seattle,Men's Apparel,72,111,799,320,Online
Kohl's,1189833,19-08-2021,Midwest,Montana,Billings,Women's Street Footwear,44,111,488,269,Online
Sports Direct,1197831,04-05-2020,South,Tennessee,Knoxville,Women's Apparel,33,111,366,242,Online
Sports Direct,1197831,24-10-2021,South,Alabama,Birmingham,Men's Apparel,48,111,533,314,Online
Amazon,1185732,24-05-2020,West,Alaska,Anchorage,Men's Athletic Footwear,59,111,655,308,Online
Sports Direct,1128299,15-01-2020,West,Hawaii,Honolulu,Men's Athletic Footwear,49,111,544,190,Online
Sports Direct,1128299,15-04-2020,West,Hawaii,Honolulu,Women's Street Footwear,49,111,544,218,Online
Foot Locker,1128299,05-10-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,66,111,733,359,Online
Foot Locker,1128299,15-04-2020,Southeast,Virginia,Richmond,Men's Apparel,73,111,810,446,Online
Sports Direct,1185732,15-10-2020,Midwest,Michigan,Detroit,Men's Athletic Footwear,38,111,422,224,Online
West Gear,1128299,19-10-2021,West,Oregon,Portland,Men's Apparel,68,111,755,408,Online
Foot Locker,1128299,03-07-2020,West,Idaho,Boise,Women's Apparel,36,111,400,140,Online
Foot Locker,1128299,16-07-2020,West,Arizona,Phoenix,Women's Apparel,55,111,611,226,Online
Kohl's,1128299,18-11-2020,West,Arizona,Phoenix,Women's Street Footwear,41,111,455,209,Online
Kohl's,1128299,23-02-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,58,111,644,328,Online
Kohl's,1128299,23-05-2020,West,New Mexico,Albuquerque,Men's Apparel,54,111,599,240,Online
Amazon,1185732,02-08-2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,28,111,311,152,Online
Sports Direct,1185732,22-09-2021,South,Mississippi,Jackson,Women's Street Footwear,28,111,311,168,Online
Walmart,1197831,12-08-2021,South,Arkansas,Little Rock,Women's Apparel,44,111,488,269,Online
Kohl's,1197831,31-07-2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,51,111,566,255,Online
Foot Locker,1185732,05-07-2020,Northeast,Connecticut,Hartford,Men's Street Footwear,60,111,666,333,Online
Foot Locker,1185732,13-04-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,34,111,377,189,Online
Foot Locker,1185732,10-02-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,32,111,355,174,Online
Foot Locker,1185732,28-11-2020,Northeast,Rhode Island,Providence,Men's Street Footwear,45,111,500,225,Online
West Gear,1185732,09-02-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,20,111,222,82,Outlet
West Gear,1185732,08-06-2020,West,Utah,Salt Lake City,Women's Athletic Footwear,7,111,78,36,Outlet
Foot Locker,1197831,14-08-2020,South,Louisiana,New Orleans,Men's Apparel,28,111,311,87,Outlet
Foot Locker,1128299,12-05-2021,West,Arizona,Phoenix,Women's Apparel,49,111,544,163,Outlet
Foot Locker,1128299,21-02-2021,West,Arizona,Phoenix,Women's Street Footwear,31,111,344,127,Outlet
Sports Direct,1128299,10-04-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,111,444,186,Outlet
Walmart,1197831,01-06-2020,South,Arkansas,Little Rock,Men's Apparel,23,111,255,94,Outlet
Walmart,1197831,09-06-2021,South,Arkansas,Little Rock,Men's Apparel,32,111,355,139,Outlet
Walmart,1197831,27-10-2021,South,Arkansas,Little Rock,Men's Apparel,18,111,200,78,Outlet
West Gear,1197831,04-10-2020,South,Oklahoma,Oklahoma City,Women's Apparel,22,111,244,105,Outlet
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32,111,355,149,Outlet
Sports Direct,1185732,13-03-2021,Northeast,Connecticut,Hartford,Women's Street Footwear,29,111,322,109,Outlet
Foot Locker,1185732,12-09-2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,111,344,131,Outlet
Sports Direct,1185732,24-05-2020,Northeast,Rhode Island,Providence,Women's Apparel,51,111,566,243,Outlet
Amazon,1185732,18-12-2020,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,111,466,238,Outlet
Amazon,1185732,23-03-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,39,111,433,186,Outlet
West Gear,1128299,29-03-2020,West,Nevada,Las Vegas,Women's Street Footwear,54,109,589,265,Online
West Gear,1128299,07-01-2020,Northeast,Maine,Portland,Men's Athletic Footwear,41,109,447,147,Online
Foot Locker,1128299,05-12-2020,West,Alaska,Anchorage,Men's Street Footwear,33,109,360,137,Online
Foot Locker,1128299,06-08-2021,West,Alaska,Anchorage,Men's Athletic Footwear,43,109,469,155,Online
Walmart,1128299,17-07-2020,Southeast,Florida,Orlando,Women's Apparel,72,109,785,471,Online
Sports Direct,1185732,12-11-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,305,150,Online
Sports Direct,1185732,01-10-2020,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,349,160,Online
Foot Locker,1197831,19-03-2020,West,Idaho,Boise,Women's Athletic Footwear,32,109,349,188,Online
Foot Locker,1185732,29-09-2021,South,Mississippi,Jackson,Men's Athletic Footwear,23,109,251,125,Online
West Gear,1197831,07-04-2020,South,Arkansas,Little Rock,Women's Athletic Footwear,51,109,556,278,Online
West Gear,1197831,12-08-2020,South,Arkansas,Little Rock,Men's Athletic Footwear,25,109,273,123,Online
Kohl's,1185732,21-03-2021,Northeast,Delaware,Wilmington,Women's Street Footwear,50,109,545,294,Online
Amazon,1185732,21-04-2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,54,109,589,241,Online
Sports Direct,1197831,04-09-2021,South,Tennessee,Knoxville,Men's Apparel,28,109,305,134,Outlet
Foot Locker,1128299,28-03-2021,Southeast,Virginia,Richmond,Women's Street Footwear,37,109,403,149,Outlet
Foot Locker,1128299,02-03-2021,Southeast,Virginia,Richmond,Women's Apparel,40,109,436,140,Outlet
West Gear,1185732,23-03-2021,West,Utah,Salt Lake City,Women's Street Footwear,19,109,207,79,Outlet
West Gear,1185732,27-08-2020,West,Utah,Salt Lake City,Men's Apparel,23,109,251,98,Outlet
West Gear,1128299,24-05-2020,West,Utah,Salt Lake City,Men's Street Footwear,24,109,262,97,Outlet
West Gear,1128299,04-01-2021,West,Oregon,Portland,Men's Athletic Footwear,36,109,392,157,Outlet
West Gear,1128299,05-05-2020,West,Oregon,Portland,Women's Street Footwear,37,109,403,149,Outlet
West Gear,1128299,05-04-2020,South,Louisiana,New Orleans,Women's Apparel,29,109,316,117,Outlet
Kohl's,1128299,30-01-2020,West,Arizona,Phoenix,Men's Apparel,42,109,458,156,Outlet
Kohl's,1128299,21-11-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,43,109,469,216,Outlet
